id,band_gap
150,-0.876816602
151,-2.957707106
152,-2.318750687
153,-0.502897153
154,-2.168242232
155,0.869650178
156,-2.411990579
157,-3.70548908
158,-2.314264517
159,-1.655481413
160,-3.320299206
161,-2.435318691
162,-2.342703309
163,-0.505506691
164,-3.024626464
165,-0.001781682
166,-2.815341902
167,-3.283325281
168,-2.401540445
169,-0.591555315
170,-0.566420718
171,-0.79876963
172,-1.790638184
173,-0.264369138
174,-2.465679227
175,-0.802809552
176,-2.999713504
177,-3.440422721
178,-1.59654987
179,-0.454497121
180,-0.262422567
181,-0.491663049
182,-1.62935739
183,-0.841285097
184,-3.336019812
185,-0.046229763
186,-1.85124334
187,-2.364359058
188,-2.2857468
189,-1.548223589
190,-1.631155659
191,-2.454118316
192,-1.020962344
193,-0.06411205
194,-1.811492473
195,-2.450080028
196,-1.115949413
197,-2.180802952
198,-1.188625417
199,-1.899494459
200,-1.10104691
201,-0.775048429
202,-1.025443668
203,-0.423263602
204,-2.343088733
205,-2.82218948
206,-2.928054011
207,-0.45266996
208,-0.610044085
209,-1.240745233
210,0.572317157
211,-0.196449147
212,-3.403162853
213,-0.760959117
214,-2.114830645
215,-3.647833861
216,-2.235229928
217,-1.87204315
218,-0.792639639
219,-3.053519848
220,-2.190140128
221,-0.983497255
222,-0.438328679
223,-0.831461476
224,-1.620669602
225,-3.043786084
226,-1.907874567
227,-3.647626836
228,-0.882085728
229,-0.841849823
230,-1.304068284
231,-1.100045642
232,-2.648788573
233,-0.267619421
234,-3.103442766
235,0.134675116
236,-1.231376458
237,-1.716708936
238,-0.431659436
239,-0.203443728
240,-2.739504069
241,-0.945031948
242,-2.555261066
243,-0.03736565
244,-0.068212442
245,-2.493353777
246,-0.749934303
247,-1.678721812
248,-0.290367581
249,-2.701781278
250,-2.070578446
251,-0.953283845
252,-3.429256028
253,-1.187012857
254,-2.909374135
255,-0.354203591
256,-3.268244623
257,-0.663305515
258,-2.316297083
259,-1.348288259
260,-0.937217201
261,-0.353013831
262,-0.223677797
263,-0.728852562
264,-2.672022325
265,-0.355218881
266,-1.693398697
267,-2.887429378
268,-0.776843019
269,-0.588698569
270,-1.209074497
271,-0.665059421
272,-0.784638505
273,-1.219927792
274,-2.331817811
275,-0.570475009
276,-0.998875723
277,-1.598461013
278,-0.332952816
279,-0.639946488
280,-1.748685612
281,-2.487887104
282,-0.06541703
283,-1.372361711
284,1.398553702
285,-0.618362259
286,-3.049325287
287,-2.906485536
288,-3.018668185
289,-2.305493643
290,-0.389103777
291,-0.464155676
292,-2.365602272
293,-1.212760175
294,-0.37416082
295,-3.017273432
296,-1.197341217
297,-2.439538698
298,-1.10127508
299,-2.353426976
300,-1.193960637
301,-3.727845362
302,-2.367462476
303,-2.884858767
304,-0.315397086
305,-2.840771099
306,-1.218399191
307,-2.225985328
308,-2.555163082
309,-0.37441001
310,0.035948716
311,-2.368537873
312,-2.484963132
313,-2.726230988
314,-3.023040132
315,-0.785685128
316,-3.255547336
317,1.167302782
318,-1.382561709
319,-1.899462555
320,-3.096911592
321,-1.722677467
322,-0.291402847
323,-1.945560829
324,-0.357197906
325,1.16900091
326,-1.125382299
327,-0.559735831
328,-2.303310702
329,-0.769859477
330,-2.497885549
331,-0.484338619
332,-1.959328966
333,-0.622226655
334,-2.415887123
335,-1.894518635
336,-1.143247637
337,-3.266430537
338,-1.728044964
339,-0.572678542
340,-2.843665014
341,-2.398967568
342,-1.690022181
343,-0.395405554
344,-0.77230187
345,-3.030701697
346,-0.265210837
347,-2.45741666
348,-0.185963686
349,-1.774345968
350,-2.101276469
351,-2.431555603
352,-0.206358546
353,-1.651686687
354,-2.378064895
355,-1.440349968
356,-2.185481347
357,-0.838658906
358,-2.211606606
359,-3.266127242
360,-1.10625995
361,-2.240826622
362,-1.378244331
363,-1.116602792
364,-0.78501791
365,-0.661834593
366,-0.139994927
367,-1.096386134
368,-2.210213884
369,-1.352903344
370,-1.978257291
371,-2.326819694
372,0.509677867
373,-1.365335285
374,-1.806806836
375,-0.189143588
376,-0.904880948
377,-2.042565106
378,-0.157472084
379,-1.645541267
380,-1.102788046
381,-0.220622833
382,-1.969146628
383,-2.58370236
384,-0.236955698
385,-0.239086532
386,-1.34340617
387,-1.606546309
388,0.29456348
389,-1.967688357
390,-2.117941059
391,-0.585951882
392,-2.751577315
393,-1.668648432
394,0.127985449
395,-0.062478679
396,-0.594835403
397,0.560935446
398,-0.817127881
399,-0.050254504
400,-0.159843536
401,-2.234311886
402,-1.403228937
403,-0.863162836
404,-0.158103855
405,-0.26219254
406,-2.055662864
407,-1.219792981
408,-0.324910077
409,-2.085459187
410,-0.040699122
411,-2.037104534
412,-2.008097624
413,-1.181007384
414,-2.364267955
415,-2.70270771
416,-1.905749777
417,-1.806867588
418,-0.475012001
419,-2.057943427
420,-2.502444
421,-1.424005105
422,-1.161644172
423,-1.600866865
424,-0.692577335
425,-0.557379737
426,-2.497848117
427,-2.428958313
428,-2.295918489
429,-1.256535107
430,-1.602795804
431,-0.739332638
432,-0.512783737
433,-2.421847397
434,-0.104652901
435,-2.105260635
436,-1.976140995
437,-0.57409587
438,-1.079426505
439,-2.857233227
440,-3.409985946
441,-1.87302445
442,-0.147818735
443,-1.058034597
444,-0.36234818
445,-0.283506339
446,-0.84540745
447,-2.112197646
448,-2.213334311
449,-3.153670617
450,-2.151157795
451,-3.666469698
452,-0.882292395
453,-0.611854589
454,-1.906987497
455,-0.166922221
456,-0.157618803
457,-1.91637252
458,-1.992889413
459,-2.185203371
460,-0.293070141
461,-2.928003909
462,-1.93473442
463,-3.739594353
464,-0.914432862
465,-0.472143463
466,-0.540978185
467,-0.346506319
468,-1.193997333
469,-0.483098823
470,-3.645065889
471,-1.062735857
472,-0.938708424
473,-3.472949985
474,0.26989952
475,-1.784665859
476,-1.593358349
477,-1.562326498
478,-2.028015762
479,-2.134573056
480,-2.554665684
481,-3.204524973
482,-3.808018747
483,-3.297743599
484,-2.243838869
485,-2.560280552
486,-2.362706409
487,-0.909505713
488,-2.655128119
489,-0.241578942
490,-3.523524007
491,-0.204200063
492,-2.338842437
493,-0.458750249
494,-2.028387671
495,-0.740593935
496,-0.096987967
497,-0.237238471
498,-3.220689907
499,-4.091493192
500,-1.67824548
501,-2.289735423
502,-3.069252641
503,-0.661510482
504,-1.869384704
505,-0.65945097
506,-1.208554516
507,-3.009670604
508,-1.457122468
509,-2.629271424
510,-2.120843047
511,-3.657123125
512,-2.16766678
513,-0.745362281
514,-3.075161555
515,-0.785383503
516,-0.389375475
517,-0.053024423
518,-0.308716422
519,-3.248539579
520,-0.09223297
521,-0.871292585
522,-0.040771634
523,-1.520970334
524,-0.272754102
525,-2.230787134
526,-0.943065147
527,-0.122334734
528,-3.647934942
529,-2.848487311
530,-0.63775226
531,-3.092303691
532,-0.600129303
533,-0.945599375
534,0.000979695
535,-3.033137221
536,-1.396057426
537,-2.14139873
538,-2.157793924
539,-1.32685103
540,-2.488712638
541,-0.229263843
542,-2.663738525
543,-2.873828011
544,-2.270933819
545,-1.004991978
546,-2.579501714
547,-1.220102975
548,-3.288917646
549,-1.127431457
550,-1.982239617
551,-1.282935503
552,-2.528148952
553,-0.542422087
554,-0.598744528
555,-1.822687458
556,-0.346377324
557,0.055924969
558,-2.696891924
559,-1.039938573
560,-2.73651432
561,-0.083750595
562,-1.080255969
563,-1.13163208
564,-0.183847884
565,-0.026926462
566,-3.14252541
567,-1.934920258
568,-1.392843456
569,-1.271937076
570,-3.456435622
571,-1.53474799
572,-1.851997444
573,0.151229123
574,-2.108306873
575,-3.26045518
576,-4.331824101
577,-0.943421178
578,-2.118801954
579,0
580,-2.523947119
581,-3.890719061
582,-0.758975497
583,0.36002977
584,-0.698148358
585,-0.41887335
586,-1.066356734
587,-0.922348627
588,-0.304307179
589,-0.445866271
590,0.247103832
591,-2.301916509
592,-0.365175851
593,-0.104270424
594,-2.683957363
595,-2.292691862
596,-2.091202011
597,-0.180417276
598,0.003014914
599,-1.074907717
600,-0.149474041
601,-1.905536359
602,-0.493526668
603,-3.515572207
604,-1.269601936
605,-2.210476659
606,-1.048604885
607,0.075424476
608,-2.918329552
609,-1.866610727
610,-1.878203449
611,-1.529320902
612,-0.651631167
613,-0.981384131
614,-1.777921093
615,-0.753509451
616,-0.204919732
617,-2.236157497
618,-3.254257491
619,-0.945831093
620,-2.873397437
621,-3.042964375
622,-1.763623778
623,-0.643940243
624,-1.150379802
625,0.748993541
626,-0.603013482
627,-0.837582421
628,-2.030779629
629,-1.648848157
630,-2.222638009
631,-2.840106564
632,-0.474345136
633,-0.496211121
634,-0.375938796
635,-3.85960987
636,-1.233385561
637,-3.27418979
638,-1.196280586
639,-1.21622654
640,-0.994506418
641,-3.454981252
642,-0.482384455
643,-1.25741455
644,-1.837839019
645,-2.511671544
646,-0.765296041
647,-2.317030174
648,0.756471854
649,-0.145318958
650,-0.009792838
651,-0.889454198
652,-0.854429486
653,-0.370489156
654,-2.843347817
655,-2.525665118
656,-1.501567641
657,-2.284089401
658,0.732738377
659,-2.313965061
660,-2.77760452
661,-0.628904156
662,-0.304959048
663,-2.758810909
664,-2.55662149
665,-3.275430366
666,0.121647001
667,0.60014993
668,-3.151872582
669,-0.516810972
670,-1.764108125
671,-1.896568861
672,-2.231695079
673,-1.156513972
674,-0.348126761
675,0.498979441
676,-0.610301317
677,-1.00745912
678,-1.536388129
679,-3.916273103
680,-2.278998784
681,-1.219489409
682,-2.335237636
683,-2.906161688
684,-1.225779131
685,-3.011045375
686,-0.322361248
687,-1.70093819
688,-0.795471803
689,-1.949731508
690,-3.278408457
691,-0.393927828
692,-0.886060696
693,-0.529255286
694,-0.438866236
695,-0.361132734
696,-1.894572801
697,-0.108222872
698,-1.549212887
699,-3.463523447
700,-1.142563604
701,-0.324496999
702,-0.379137753
703,-0.527006656
704,-0.70210075
705,-2.912022971
706,-2.157067557
707,-2.348231535
708,-0.322998751
709,-3.413559814
710,-3.378631231
711,-2.520924453
712,-0.926417698
713,-1.284790815
714,-0.634109598
715,-0.940955795
716,-1.839443663
717,-2.75657803
718,-2.523380398
719,-2.095101244
720,-1.58047777
721,-0.568251736
722,-0.633514627
723,-0.788333786
724,-1.728121853
725,-0.67733642
726,-0.183917055
727,0
728,-1.011662163
729,0.540015434
730,-1.787128961
731,-0.725288847
732,-2.247898842
733,-0.991857021
734,-0.91167471
735,-0.589664128
736,-0.426241681
737,-2.820214171
738,-2.988417215
739,-3.252574724
740,0.29117975
741,-2.040066382
742,-0.216576565
743,-1.446529358
744,-2.855784786
745,-1.78080238
746,-0.370235032
747,-0.906191631
748,0.200215486
749,-2.848518793
750,-2.477174358
751,-1.142956848
752,-1.843645183
753,-3.214602708
754,-2.607646335
755,-3.129622841
756,-4.373136063
757,-2.446800392
758,-2.969762783
759,-0.078950478
760,-2.151018855
761,-2.228412362
762,-3.917432893
763,-1.592188739
764,-1.466013337
765,-0.492228647
766,0.324620204
767,-0.64011845
768,-2.192145077
769,-0.489191962
770,-1.30155303
771,-0.94322877
772,-0.502516749
773,-1.994865642
774,-2.849553935
775,-0.082600207
776,-0.244969934
777,-2.031557547
778,-1.484309102
779,-3.72805798
780,-1.2234482
781,-0.548695552
782,-2.682979068
783,-0.463724118
784,-1.550716591
785,-3.219508279
786,-3.465974934
787,-3.831634909
788,0.01300047
789,-2.650159026
790,-2.437493082
791,-2.360094461
792,-0.831198618
793,-0.339526432
794,-3.212161586
795,-2.454308154
796,-2.758020622
797,-1.142731296
798,-1.022329656
799,-3.238963857
800,0.9087175
801,-0.649556902
802,-0.34549281
803,-2.49317539
804,-3.13224592
805,-0.311566445
806,-1.958051253
807,-1.221788163
808,-3.311988859
809,0.683148004
810,0.104025598
811,0.037387035
812,-0.811910292
813,-3.556892752
814,-3.329466076
815,-1.928139001
816,-2.947168064
817,-2.976314302
818,-1.914725002
819,-3.366973615
820,-1.988242997
821,-2.813879551
822,-1.431100277
823,-1.175925032
824,0.642389796
825,-2.896040903
826,-0.455128529
827,-0.960234641
828,-1.028485936
829,-0.911767004
830,-2.546588463
831,-1.423924344
832,-0.682419952
833,-1.089062217
834,-0.619973278
835,-1.100710847
836,-2.709857799
837,-1.563975486
838,0.099239554
839,-2.303107513
840,-0.443976566
841,-2.415368955
842,-0.997201542
843,-2.062174332
844,-3.793782693
845,-1.820798619
846,-0.556377763
847,-2.176030566
848,-0.481799001
849,-3.378569513
850,-2.188501603
851,-3.185627948
852,-1.44667532
853,-2.107239658
854,-0.903979198
855,-3.225633273
856,-0.928088572
857,-0.319232118
858,-3.276895243
859,0.004833039
860,-1.189594409
861,-1.543399585
862,-2.570423128
863,-2.698295547
864,-0.961897023
865,-2.624980439
866,-0.321687288
867,-1.865979742
868,-3.373310645
869,-2.348603991
870,-3.892290063
871,-0.648726823
872,-1.401255994
873,-0.411558242
874,-2.975444438
875,-1.845330163
876,-2.500940418
877,-0.155524783
878,-3.362294467
879,-2.129723046
880,-3.08082943
881,-1.432039865
882,-2.918036379
883,-3.337019013
884,-2.670911608
885,-1.913989538
886,-3.180919595
887,-0.576348006
888,-0.935052539
889,-0.310554808
890,-0.770712738
891,-1.973571403
892,-0.383125568
893,-0.356737802
894,-3.412274417
895,-2.359262375
896,-1.698811726
897,-1.456607851
898,-1.804534295
899,-3.173287255
900,-1.181785084
901,-2.852671767
902,-3.794065984
903,-3.570335276
904,-0.725578233
905,-2.507489636
906,-1.436512306
907,-0.643444535
908,-2.592448607
909,-0.753045073
910,-0.815195077
911,-2.748679871
912,-1.571558405
913,-0.567088252
914,-0.402078219
915,-1.333019041
916,-0.51682883
917,-2.082135469
918,0.133644184
919,-0.227015956
920,-0.140421597
921,-1.017769216
922,-1.841471649
923,-2.916245998
924,-2.171520098
925,-3.903941242
926,-3.512589842
927,-1.622814349
928,-3.284636852
929,-3.936812441
930,-0.321407904
931,-0.458493926
932,-1.357282048
933,-0.539084503
934,-2.578164742
935,-3.159923598
936,-3.12055204
937,-0.50952324
938,-0.323206751
939,-1.521198795
940,-0.442935394
941,-0.692244689
942,-2.574971895
943,-1.159501137
944,-0.283435496
945,-2.962190708
946,-0.61320573
947,-2.526960915
948,0.786374347
949,-0.855164004
950,-0.312776856
951,0.002496925
952,-3.277321556
953,-1.143041382
954,-0.670366347
955,-0.507904095
956,-1.140712963
957,-0.459264002
958,-0.423885181
959,-0.268303494
960,-1.177942307
961,-0.211791039
962,-3.459356051
963,-2.676887805
964,-0.27530233
965,-0.969087476
966,-0.598405051
967,-1.077786032
968,-2.455273982
969,-1.508979484
970,-2.325134584
971,-2.13843326
972,-2.999452255
973,-0.965179966
974,-2.938035762
975,-2.783960901
976,-2.324154294
977,-1.708214496
978,-2.119378072
979,-3.757171397
980,-2.078254726
981,-0.409642053
982,-0.069569627
983,-0.575474752
984,-0.565606646
985,-0.215787329
986,-2.188340193
987,-0.290871378
988,-3.153924868
989,-3.256594125
990,-1.518949871
991,-2.388752915
992,-2.077496887
993,-3.632088361
994,-0.399623365
995,-2.541232331
996,-1.076598746
997,-3.972283024
998,-3.95259113
999,0.062454553
1000,-2.351946042
1001,-0.552560787
1002,-0.420058863
1003,-4.030009485
1004,-0.574777706
1005,-2.442219163
1006,-3.408815298
1007,-1.931471142
1008,-1.793747052
1009,-2.881357637
1010,-2.638426562
1011,-1.860237096
1012,-2.603364069
1013,-3.153065679
1014,-2.922460749
1015,-0.354646009
1016,-3.688389994
1017,-1.583052788
1018,-1.452954329
1019,0
1020,0.951564463
1021,-3.269394202
1022,-0.004160958
1023,-0.659807379
1024,-2.349464831
1025,-2.806922127
1026,-1.921612706
1027,-3.051863678
1028,-0.354086143
1029,-1.892679093
1030,0.032930705
1031,-2.783303368
1032,-0.336040327
1033,-3.307446299
1034,-0.17123254
1035,-2.773399454
1036,-1.017396709
1037,-1.941393299
1038,-0.557837855
1039,-2.27748419
1040,-1.883407711
1041,-2.860030917
1042,0.070756571
1043,-3.809262944
1044,-2.58848038
1045,-0.018175694
1046,-0.03672522
1047,-2.219149611
1048,-1.429616903
1049,-0.377698906
1050,-1.012599156
1051,-0.63789664
1052,-3.273609293
1053,-0.429757309
1054,0.088841805
1055,-0.824184484
1056,-2.313160006
1057,-1.107146446
1058,-3.405559389
1059,-3.451352868
1060,-0.524316815
1061,-2.267169034
1062,-2.635984435
1063,-0.25651868
1064,-0.787327171
1065,-2.154834723
1066,-2.588273451
1067,0.058138537
1068,-2.240199117
1069,-2.726482247
1070,-2.453312529
1071,-3.165359929
1072,-2.977945458
1073,-3.083057172
1074,-0.716643691
1075,-2.111058136
1076,-3.531273739
1077,-1.316197502
1078,-0.636190251
1079,-1.371983965
1080,-0.644044254
1081,-2.548200065
1082,-2.163548179
1083,-0.381117481
1084,-0.578840071
1085,-3.104209795
1086,-3.280068718
1087,-0.83246834
1088,-2.602126249
1089,-2.752630134
1090,-0.139012999
1091,-2.675759581
1092,-1.535550181
1093,-1.927845852
1094,-3.165459944
1095,-1.720174595
1096,-0.337528278
1097,-0.19814265
1098,-1.480046638
1099,0.064706134
1100,-3.232300485
1101,-2.101577088
1102,-0.349799779
1103,-0.186777391
1104,-1.642719656
1105,-2.524030062
1106,-0.403065715
1107,-2.365931508
1108,-3.879670101
1109,-0.897474736
1110,-2.30873948
1111,-1.614875916
1112,-0.710256921
1113,-2.850758017
1114,-0.507435776
1115,-0.674771863
1116,-3.729476477
1117,-0.234391238
1118,-2.436328186
1119,-1.920522721
1120,-1.583177909
1121,-0.316636285
1122,-1.341057429
1123,-2.701573192
1124,-2.006227971
1125,-2.082318199
1126,-2.686324455
1127,-1.449166426
1128,-0.680992102
1129,-0.112288607
1130,-0.470097741
1131,-2.013940144
1132,-2.451355848
1133,-1.905628869
1134,-0.231415872
1135,-2.074777136
1136,-0.704873268
1137,-2.121811826
1138,-0.259516918
1139,-0.766842657
1140,-2.548425402
1141,-0.523242789
1142,-2.682280218
1143,-0.147967282
1144,-1.471983039
1145,-2.090809015
1146,-0.574647598
1147,-2.207406973
1148,-3.522678454
1149,-1.956116109
1150,-2.590590699
1151,-1.390538606
1152,-0.408749194
1153,-0.43955584
1154,-2.109227337
1155,-2.13564294
1156,-0.360706576
1157,-0.58332082
1158,-1.911113485
1159,-0.250246512
1160,-0.472808568
1161,-0.964035771
1162,-1.815759765
1163,-2.042372633
1164,-1.996053327
1165,-1.430706427
1166,-1.52968146
1167,-1.576474112
1168,-0.327908237
1169,0.002801903
1170,-2.704100751
1171,0.927808178
1172,-0.77507705
1173,-0.881863651
1174,-2.930736895
1175,-3.332364947
1176,-1.27559643
1177,-1.826304405
1178,-2.494838484
1179,-1.405118719
1180,-1.587945125
1181,-0.74701703
1182,-1.083232668
1183,-2.352642426
1184,-0.652195349
1185,-0.442665685
1186,-0.600091638
1187,-3.024882157
1188,-0.376630654
1189,-3.104376565
1190,-1.076346163
1191,-1.581275817
1192,-2.575018987
1193,-2.18722693
1194,-0.063113459
1195,-0.328355614
1196,-2.566519472
1197,-0.598208608
1198,-2.747757456
1199,-0.845224437
1200,-2.740711037
1201,-0.691871437
1202,-0.611745727
1203,-0.616017532
1204,-2.365752635
1205,1.422021999
1206,-2.025636318
1207,-3.157154762
1208,-2.505326383
1209,-2.495951174
1210,-2.409666312
1211,-0.766943486
1212,-3.053112783
1213,-2.072137734
1214,-3.054598445
1215,-0.375477914
1216,-0.269057891
1217,-3.101274382
1218,-1.820068118
1219,-0.73611009
1220,-0.467966738
1221,-1.042750281
1222,-2.030299002
1223,-3.268320132
1224,-3.007114145
1225,-2.553653836
1226,-1.581149252
1227,-0.985688322
1228,-1.398641029
1229,-0.253210898
1230,-0.431032466
1231,-2.049068237
1232,-2.639407106
1233,-1.041088533
1234,-0.678040579
1235,-1.905618783
1236,-0.128856781
1237,-2.349602098
1238,-0.670865454
1239,-0.514568105
1240,-1.804146425
1241,-0.590193677
1242,-2.686877993
1243,-0.444708783
1244,-2.87842018
1245,-1.210871993
1246,0.631552586
1247,-1.973395789
1248,-0.572338074
1249,-0.741770044
1250,-0.260336618
1251,-2.206847283
1252,-3.080484395
1253,-0.350775133
1254,-0.291165307
1255,-0.383835598
1256,-1.23675481
1257,0.49935818
1258,-0.142277316
1259,-1.233816398
1260,-0.344130126
1261,-2.337979226
1262,-2.552164844
1263,-1.721644934
1264,-2.951162277
1265,-0.433719529
1266,-3.572451292
1267,-2.848008893
1268,-1.105413118
1269,-1.194824981
1270,-2.655582571
1271,-1.139088592
1272,-1.528187886
1273,1.039602579
1274,-0.618335605
1275,-1.637770408
1276,-0.315321926
1277,-0.500652204
1278,-2.858704415
1279,-0.494774651
1280,-1.29475719
1281,-1.327305652
1282,-3.073816527
1283,-0.966585846
1284,-1.044648256
1285,-2.713716025
1286,-2.000039299
1287,-2.117379479
1288,-1.904018398
1289,-2.621509149
1290,-0.373687799
1291,-1.118511719
1292,-3.003235519
1293,-3.156522632
1294,-1.526907428
1295,-1.510012035
1296,-0.669840489
1297,-0.553171173
1298,-1.787622471
1299,-0.485013704
1300,-2.131928597
1301,-0.110043862
1302,-1.151892653
1303,-3.26248204
1304,-1.096799586
1305,-0.799161086
1306,-0.020390765
1307,-2.059412646
1308,-3.266065862
1309,-3.184322099
1310,-2.179245978
1311,-0.16316019
1312,-0.827607479
1313,-0.441588707
1314,-0.635355561
1315,-0.14692628
1316,-3.438505868
1317,0.477651857
1318,-0.23369434
1319,-2.508628344
1320,-2.473399079
1321,-2.603494446
1322,-0.359748549
1323,-2.341140694
1324,-0.035854985
1325,-2.538318601
1326,-2.451314162
1327,0.05072342
1328,-0.281851837
1329,-2.845636314
1330,-0.206123091
1331,-0.962645499
1332,-1.084539091
1333,-0.721374314
1334,-2.32558385
1335,-0.224491529
1336,-2.384509473
1337,-1.23920217
1338,-1.13651216
1339,-2.308539499
1340,-1.301969135
1341,-0.522205521
1342,-2.291357808
1343,-2.096212342
1344,-0.86725194
1345,-0.437411698
1346,-2.064529438
1347,0.002612305
1348,-3.266832604
1349,-2.203468192
1350,-2.821364241
1351,-0.342389778
1352,-1.494240638
1353,0.008291694
1354,-2.790873543
1355,0
1356,-0.729341784
1357,-0.330616989
1358,-2.73685328
1359,-0.776147565
1360,-1.066480818
1361,-0.308057708
1362,-2.479322797
1363,-1.427491041
1364,-2.274508824
1365,-0.999166565
1366,-1.93706323
1367,-0.111927739
1368,-0.812859586
1369,-2.413407592
1370,-1.649673027
1371,-0.945102848
1372,-2.001909035
1373,-0.056472829
1374,-1.167701086
1375,-0.19463673
1376,-3.526297239
1377,-0.511708255
1378,-2.69940215
1379,-0.427679671
1380,-0.231288328
1381,-0.427843249
1382,-2.460292963
1383,-2.084595968
1384,-3.129355748
1385,-0.839352714
1386,-2.124910858
1387,-0.394551658
1388,-0.590278466
1389,-2.922173055
1390,-0.146472543
1391,0.006897839
1392,-1.966547352
1393,-0.274437345
1394,-1.354361185
1395,-0.242125815
1396,-0.170290168
1397,-2.555762242
1398,-0.312728986
1399,-3.757451065
1400,-2.744087413
1401,-2.137957204
1402,-1.113833866
1403,-1.322275313
1404,-2.542332509
1405,-3.968390696
1406,-1.604676525
1407,0.03181953
1408,-3.281784543
1409,-2.451787894
1410,0.07974424
1411,-1.42253063
1412,-1.927658981
1413,-0.273437738
1414,-2.49515236
1415,-2.594575065
1416,-0.287026689
1417,-1.736085184
1418,-2.590101633
1419,-2.878476789
1420,-1.01476574
1421,-3.329627606
1422,-2.35244492
1423,-0.518786909
1424,-0.564396413
1425,-2.514513886
1426,-1.910250551
1427,-0.003754091
1428,-0.76089149
1429,-2.88954728
1430,-2.268546214
1431,-1.040128639
1432,-1.74574295
1433,-1.815958169
1434,-2.770898507
1435,-2.378767437
1436,-1.101426377
1437,-2.543746679
1438,-2.519617888
1439,-2.854802795
1440,-1.441821941
1441,-0.186778735
1442,-3.704955723
1443,-3.559162418
1444,-1.256382451
1445,-1.729452453
1446,-0.260133546
1447,-0.553242401
1448,-0.967247698
1449,-0.090516797
1450,-2.702277337
1451,-3.784821137
1452,-2.886819354
1453,-1.635981662
1454,-0.645227239
1455,-0.00434048
1456,-1.965310317
1457,-2.164485695
1458,-2.593244968
1459,-0.221359754
1460,-0.815633737
1461,-0.409238747
1462,-3.372489818
1463,-2.167333793
1464,0.328946414
1465,-1.630505024
1466,-1.125085021
1467,-3.688883727
1468,-1.566983412
1469,-3.168518687
1470,-1.054942229
1471,-2.988592478
1472,0.223537732
1473,-0.244288101
1474,-0.978782788
1475,0.417208692
1476,-2.490793987
1477,-0.211288525
1478,-2.882041861
1479,-0.205749919
1480,-0.662709414
1481,-0.50383811
1482,-0.47687301
1483,-3.331526881
1484,-1.766706448
1485,-2.51425791
1486,-0.612299016
1487,-2.451652344
1488,-3.270176995
1489,-0.45771909
1490,-1.846685545
1491,-2.39999958
1492,-0.193897826
1493,-1.492341179
1494,-2.144300526
1495,-1.889811098
1496,-0.296288346
1497,-0.242240263
1498,-0.484606655
1499,-2.536954025
1500,-2.505077441
1501,-0.129348924
1502,-0.423223309
1503,-0.881793404
1504,-3.686164629
1505,-3.169788244
1506,-2.642885715
